text,class
Terremoto: Le vittime sono 281 di cui 20 bambini. I feriti 1.500 http://tinyurl.com/dh3d5m,damage
Terremoto. Sale a 250 il bilancio dei morti la terra ha tremato ancora. http://tinyurl.com/d65rh5,damage
[5 aprile] Terremoto piuttosto forte. Gli aggiornamenti su Twitter e FF sono impressionanti http://www.mantellini.it/?p=6587,no damage
Terremoto all'Aquila come rendersi utili:    trremoto.jpeg Sommario:&nbsp;   Donazioni e raccolta di beni.. http://tinyurl.com/dhvu6g,no damage
from Eldamar: Wu Ming 4 su Il Fuoco Segreto e altre storie: A proposito de Il Fuoco Segreto di S. .. http://tinyurl.com/dbawa5,not relevant
Reading: Terremoto in Abruzzo: oltre 150 morti I feriti sono 1.500 100 mila gli sfollati  Corriere della Sera ( http://tinyurl.com/d9pef5 ),damage
@davidlatache com'era a casa tua ieri con il #terremoto? immagino che era forte no?,no damage
Terremoto Abruzzo-c'è BISOGNO di posti letto-chiunque avesse 1 struttura alberghiera o similare in Abruzzo-costa collina-chiama 0854308309,no damage
Nuove forti scosse 179 morti accertati e migliaia di sfollati partecipate anche solo con un pensiero. http://tinyurl.com/curdz5 #terremoto,damage
New blog post: Terremoto azota el centro de Italia http://salecaliente.com/2009/04/06/terremoto-azota-el-centro-de-italia/,not relevant
«Prevedo un terremoto». E un ricercatore scatena la psicosi tra l’Aquila e Sulmona - Corriere della http://ff.im/1WOpf,not relevant
http://magazine.ciaopeople.com/News_WorldInfo-1/Cronaca-1/Terremoto_in_Abruzzo%3A_diverse_vittime_e_danni_ingenti-9222,not relevant
http://magazine.ciaopeople.com/Cellulari_Web-10/Internet_%26_dintorni-31/Anche_internet_si_mobilita_per_il_terremoto-9236,not relevant
Riccardo come una biglia nel traffico di Roma in motorino da un innovatore all'altro (ma poi lo saranno tutti... http://ff.im/1WQ7O,not relevant
Per tutti Italiani:  Terremoto tra il Lazio e l'AbruzzoCrollati edifici all'Aquila forse vittime.,damage
ieri ha sentito una ricordare gli animali morti nel terremoto...non potremmo mandarla a controllar le case pericolanti?,damage
Terremoto Abruzzo: medaglia oro per vigile fuoco mortohttp://tinyurl.com/clepbm,damage
Terremoto Abruzzo: alla casa dello studente altri 4 mortihttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-alla-casa-dello.html,damage
Terremoto in Abruzzohttp://blog.panorama.it/italia/2009/04/06/terremoto-in-abruzzo-decine-di-morti-e-dispersi-sotto-le-macerie/,no damage
Terremoto Abruzzo: Crolli e danni ingenti a patrimonio artisticohttp://tinyurl.com/cuywge,damage
Terremoto Abruzzo: aiuti dalla Sicilia pronti a partirehttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-aiuti-dalla-sicilia.html,no damage
Terremoto Abruzzo: Posti letto dall'Unione degli Universitarihttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-posti-letto.html,no damage
Terremoto Abruzzo: seguirlo con earthquakehttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-seguirlo-con.html,no damage
Terremoto Abruzzo: Fondi dal Prc di Pescarahttp://voloblu.blogspot.com/2009/04/terremoto-abruzzo-fondi-dal-prc-di.html,no damage
Prime immagini drammatiche del terremoto in Abruzzo di stanottehttp://voloblu.blogspot.com/2009/04/prime-immagini-drammatiche-del.html,no damage
Terremoto Abruzzo - Giampaolo Giuliani "Qualcuno deve...."http://voloblu.blogspot.com/2009/04/terremoto-abruzzo-giampaolo-giuliani.html,no damage
#terremoto edifici crollati l'aquila viohttp://www.repubblica.it/2009/04/dirette/sezioni/cronaca/terremoto-nord/terremoto-centro/index.html,damage
#terremoto a pescara! #heartquake in Pescara,no damage
#terremoto A L'Aquila alcuni edifici sono lesionati. Molti cittadini si sono riverstai per strada. (via rai.it),damage
#terremoto #earthquake c'è bisogno di donazioni di sangue qui a Pescara la FIDAS è aperta vicino al pronto soccorso. 085 4222460,no damage
Ufficio Stampa - TERREMOTO IN ABRUZZO: IL CORDOGLIO DI SALA ROSSA: 6 Aprile http://tinyurl.com/dgd6hg,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Coldiretti: danni al 50% delle aziende. È emergenza latte: Danni.. http://tinyurl.com/d58p8e,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ I dispersi? Li abbiamo trovati seguendone il calore agli infraro.. http://tinyurl.com/d47lhb,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Nuovi crolli nel borgo di Castelnuovo: Si è fatta ancora più cri.. http://tinyurl.com/crk5y8,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Stop delle ricerche a Onna: bilancio di 40 morti: Si sono conclu.. http://tinyurl.com/dytojj,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ci sono ancora dei dispersi sotto le macerie: si spera nel mirac.. http://tinyurl.com/cwc737,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ultimo bilancio: 250 morti: L'ultimo bilancio della Protezione c.. http://tinyurl.com/cqu5ma,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Morti saliti a 250 11 non riconosciuti: L'ultimo bilancio della.. http://tinyurl.com/cvzbq7,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Maroni: oltre 50 i morti: Lo afferma il ministro dell'Interno i.. http://tinyurl.com/clnl9r,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ad Onna 37 morti. Si scava ancora: Si continua a scavare ad Onna.. http://tinyurl.com/dcdaz7,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Ore 24 aggiornamento: 150 morti e 1500 feriti in una giornata d.. http://tinyurl.com/cbfkye,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Scossa oltre i 5 gradi di magnitudo crolli anche in zone limitr.. http://tinyurl.com/d94dq8,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Aumentano i danni anche nelle provincie limitrofe: Ecco una mapp.. http://tinyurl.com/ch23mh,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il bilancio sale a 92 morti: È di 92 morti accertati il nuovo bi.. http://tinyurl.com/d2xn38,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ 25.000 sfollati 228 morti si continua a scavare: Il bilancio d.. http://tinyurl.com/dxs75k,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Protezione civile: ancora speranza di salvare i dispersi: «Sono .. http://tinyurl.com/cfx8qc,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ I morti salgono a 150. Riaperti i collegamenti con Roma: Secondo.. http://tinyurl.com/dx3ore,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il bilancio delle vittime sale a 179: E' salito a 179 morti di .. http://tinyurl.com/d37p2n,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Chiese crollate: annullate celebrazioni pasquali: Le manifestazi.. http://tinyurl.com/coobnb,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il punto alle 8.30: 20 morti di cui 5 bambini decine i dispersi.. http://tinyurl.com/cb4ehn,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ CDM: conferiti pieni poteri sull’emergenza a Bertolaso: Il consi.. http://tinyurl.com/c37rq6,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Sono due i morti molisani: Ernesto Sferra 80enne molisano è mo.. http://tinyurl.com/d7jkf7,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ L’ultima scossa causa danni anche a Teramo: Anche la città di Te.. http://tinyurl.com/db79kd,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Onna: terminate le ricerche bilancio finale 40 morti: Un contra.. http://tinyurl.com/c9xkwx,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Berlusconi: i morti sono di tutta la nazione: «Voglio ringraziar.. http://tinyurl.com/d8tqnm,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il sisma modifica la portata di due fiumi. Coldiretti: danni per.. http://tinyurl.com/d4mw6c,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Vescovo dell’Aquila: nasca nuova vita da assurda storia di morte.. http://tinyurl.com/ceo9ux,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ All’ospedale di Teramo 5 feriti sono in condizioni critiche: Cin.. http://tinyurl.com/cb659e,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Berlusconi sorvola in elicottero le zone colpite dal sisma: Una .. http://tinyurl.com/cdvtws,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Tutto il mondo esprime solidarietà a Giorgio Napolitano: Il pres.. http://tinyurl.com/df2bsc,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Il punto alle 10.45: bilancio ufficioso ancora a 27 vittime. Dif.. http://tinyurl.com/cua9d7,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Nuova scossa all’Aquila. Berlusconi in viaggio verso la città: P.. http://tinyurl.com/clenoj,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Sgombrate famiglie nel centro storico di Pianella: Dodici famigl.. http://tinyurl.com/dxnajg,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Storie da sotto le macerie: una donna grida "aiuto chi mi sente.. http://tinyurl.com/ctbojz,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Solo all’Aquila allestiti 5 punti di raccolta: A L'Aquila al mom.. http://tinyurl.com/davhse,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Card. Bagnasco: "presto una colletta nazionale": il presidente d.. http://tinyurl.com/d93gv9,no damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Così è stato percepito nel resto d’Italia: Il terremoto che alle.. http://tinyurl.com/dgjngq,no damage
[ITALIAN NEWS] TERREMOTO/ Sale a 20 il numero delle vittime in Abruzzo scuole chiuse in Molise. E.. http://tinyurl.com/c2vhtm,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Gelmini: scuole chiuse a oltranza fino alle verifiche: L'incolum.. http://tinyurl.com/dk48oc,damage
[ITALIAN NEWS] TERREMOTO ABRUZZO/ Scajola: distinguere tra scienziato e chi fa allarmismo: Il Mini.. http://tinyurl.com/d6uz2c,not relevant
Whoa. I CAN still code.,not relevant
Un nuovo articolo su Isernino.com "Terremoto: Iorio strutture sanitarie per ospitare i feriti" - http://tinyurl.com/dyq6ap,no damage
Un nuovo articolo su Isernino.com "Terremoto: tre morti molisani" - http://tinyurl.com/cfkkas,damage
Terremoto piano terra: ballava pavimento lampadari mura e letto. Ero sveglia e pensavo di avere le vertigini poi ho capito. Paura!,no damage
Il Terremoto dell'Abruzzo non ha fatto danni ai monumenti di Roma (esclusa una crepa alle Terme di Caracalla) - .. http://tinyurl.com/cws4q3,damage
Scossa di terremoto a Roma. http://tinyurl.com/cxj7oj,no damage
|#earthquake #terremoto Nro. de mortos no terremoto da Itália chega a 179 || Italian quake death toll raises to 179 http://tinyurl.com/cufl6l|,not relevant
naturalmente è possibile che la previsione del terremoto sia stata una coincidenza.. ma valeva la pena almeno di controllare no?,not relevant
Cazzo ! (si può dire cazzo su Internet?)... Mi sono svegliato col terremoto... erano le ore 340 di notte qui a Roma. Non era un sogno.....,no damage
FeedBurner IT &gt;&gt; Terremoto: Notte da incubo per la4Abruzzo - oltre 150 morti a la4Aquila http://tinyurl.com/cpnoc9,damage
Roma trema per il terremoto. http://www.blogroma.it/blog/2009/04/06/roma-trema-per-il-terremoto/,no damage
Mi rendo disponibile ad alloggiare delle vittime del terremoto in Abruzzo. Abbiamo un agriturismo con 4 appartamenti a Serre di Rapolano,no damage
sta cercando immagine del terremoto in Italia.  Vorrei essere in conttato con persone della zona.  Mille grazie,not relevant
@ChadSolo... get outta my zip code!,not relevant
aggiornamento #terremoto #L'Aquila: ieri vinceva il Web 2.0 ora perdiamo tutti http://tr.im/iidz,not relevant
1 om mort si 20 de raniti in md?!,not relevant
#terremoto #earthquake Il terremoto in Italia era stato previsto! http://tr.im/ijk6,not relevant
YouTube - Terremoto in Abruzzo - Crollli a l'Aquila credo che sia stata la prima TV a dare la notizia vista l'ora http://ow.ly/2ceL,damage
@p2o5 dopo quello che dicevamo ieri sera il terremoto in Abruzzo . Ma alcuni tuoi twits sono scomparsi..? :-/,no damage
terremoto abruzzo: 3 punti http://post.ly/F92,no damage
Abruzzo si aggrava il bilancio del terremotoOltre 50mila gli sfollati (It's a beautiful area of Italy)  http://bit.ly/hT3R,damage
Devastante terremoto in Abruzzo. Dichiarato lo stato di emergenza nazionale: Già accertata la morte di 4 bambini.. http://tinyurl.com/cmccwn,damage
Incidente mortale a Martinengo in uno scontro tra auto e moto http://ff.im/1WXVw,not relevant
Terremoto in Abruzzo I morti finora sono 27 http://ff.im/1WML4,damage
Terremoto: il comitato elettorale di Galli punto di raccolta beni prima necessit http://ff.im/1WXVk,no damage
Terremoto avvertito a Firenze: non collegato a quello dell'Aquila http://ff.im/1WMKE,no damage
Terremoto: dalla Toscana partiti mezzi di Misericordia e Pubblica AssistenzaBRIl messaggio di Leonardo Domenici... http://ff.im/1WXWH,no damage
Terremoto in Abruzzo video,no damage
@noctissuspirium : aveva previsto un terremoto a sulmona il 31 marzonon a l'aquila il 6 aprile...,no damage
!terremoto Oltre 200 le vittimeaccertate. I soccorsi si organizzano. Incombe il rischio-crolli http://tinyurl.com/cm3hwj,damage
!terremoto Oltre 200 le vittime accertate. I soccorsi si organizzano. Incombe il rischio-crolli http://tinyurl.com/cm3hwj,damage
terremoto in italia sto seguendo le news,no damage
Alerta de Tsunami por el Terremoto en Italia magnitud 6.7. (Via tsunami warning center),not relevant
@melican na dann viel spass dir,not relevant
La rete si mobilita dopo il terremoto in Abruzzo http://www.wired.it/news/archivio/2009-04/06/aiutateci-ad-aiutarli.aspx,no damage
6 aprile 2009 ore 03.32: una violenta scossa sismica in Abruzzo semina morte e distruzione. In una vasta area che comp New Blog post D ...,damage
"amore e compassione sono necessità non lussi. l'umanità non sopravvive senza." (dalai lama). i nostri pensieri alle vittime del terremoto,no damage
"beati quelli la cui vita ignora sapore di pianto" (sofocle 'antigone'). i nostri pensieri alle vittime del terremoto.,no damage
Qualcuno ha sentito il terremoto stamattina alle 10 e mezza circa che ha devastato l'Abruzzo?,no damage
Ieri giornata piena battesimo di fuoco con il soft air e poi passeggiata ai pratini con guadi vari :),not relevant
Terremoto: 179 morti e 34 dispersi http://www.ansa.it/site/notizie/awnplus/topnews/news/2009-04-07_107340797.html,damage
Terremoto:scossebilancio 273 morti http://tinyurl.com/cgsq8f,damage
Terremoto: morti saliti a 250 http://tinyurl.com/d3jfqt,damage
Terremoto:sale a 283 numero morti http://tinyurl.com/cjok2c,damage
Terremoto: 179 morti e 34 dispersi http://www.ansa.it/site/notizie/awnplus/topnews/news/2009-04-07_107340797.html,damage
Incidente su lago Iseo 3 dispersi http://tinyurl.com/dkr92z,not relevant
Terremoto:bilancio morti sale a 275 http://tinyurl.com/dk8w3t,damage
Terremoto:bilancio morti sale a 278 http://tinyurl.com/cb5dck,damage
Terremoto: nuovo bilancio235 morti http://tinyurl.com/cwdjef,damage
Violento terremoto in Abruzzo http://www.ansa.it/site/notizie/awnplus/topnews/news/2009-04-06_106333434.html,no damage
Mi fa molto triste per sentire del terremoto in Italia. Buon giorno a tutti. Good morning to everyone. 78F blue sky Caffe'latte.Fox News.,no damage
ti capita ? anche senza aver subito un terremoto di incontrare realmente o virtualmente qualcuno che credevi morto?,not relevant
@alessandro_g  #terremoto Gratsi,damage
@Isottola potresti anche rispondere al telefono qualche volta... buuuu a bergullo è arrivato il terremoto?,not relevant
#italy Altra forte scossa in serata a L'Aquila altri crolli e vittime http://ow.ly/2icm,damage
#italy TERREMOTO. "Li ho trovati morti abbracciati" http://ow.ly/2fXP,damage
#italy La nuova scossa ha causato un'altra vittima ed il crollo definitivo della Basilica dell'Aquila,damage
Terremoto 6 aprile 2009 l'aquila http://tinyurl.com/d7r8fb,no damage
Terremoto: nuovo bilancio235 morti http://tinyurl.com/cwdjef,damage
Terremoto:sale a 283 numero morti http://tinyurl.com/cjok2c,damage
Terremoto: morti saliti a 250 http://tinyurl.com/d3jfqt,damage
Terremoto: Berlusconi 1500 feriti http://tinyurl.com/dng44l,damage
Terremoto: 92 i morti accertati http://tinyurl.com/ddp5fa,damage
Terremoto:bilancio morti sale a 278 http://tinyurl.com/cb5dck,damage
